Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2018,TRAVELSKY TECHNOLOGY LTD,China,Computer and related activities (72),-1.78%,-5.69%,-19202961,-16744590,-3826,-222507,-52135,-696,-665,-2178539,-4,0.00%
2018,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.48%,-6.34%,-18701429,-18125569,-4540,-241306,-56434,-791,-3893,-269846,950,5.00%
2018,ALTRAN TECHNOLOGIES,France,Computer and related activities (72),-0.47%,-6.70%,-15591030,-15248488,-3943,-203060,-47451,-683,-5263,-83432,1290,7.00%
2018,AMADEUS IT GROUP SA,Spain,Computer and related activities (72),-0.28%,-0.94%,-15549066,-9028812,-2335,-120574,-28236,-406,-2393,-6367094,784,4.00%
2018,LEIDOS HOLDINGS INC,United States,Computer and related activities (72),-0.15%,-1.96%,-15213803,-13997091,-4810,-184533,-42217,-764,-12652,-976778,5041,17.00%
2018,TATUNG COMPANY LIMITED,Taiwan,Computer and related activities (72),-0.60%,N/A,-11861701,-9581018,-2311,-127832,-29528,-412,-6376,-2114663,441,3.00%
2018,CASIO COMPUTER COMPANY LIMITED,Japan,Computer and related activities (72),-0.41%,-4.32%,-11647891,-11328026,-2606,-150235,-35207,-473,-2852,-128536,44,1.00%
2018,ALLIANCE DATA SYSTEMS CORPORATION,United States,Computer and related activities (72),-0.13%,-0.54%,-10270462,-10044856,-3527,-132352,-30230,-557,-9670,-53124,3853,19.00%
2018,TIETO OYJ,Finland,Computer and related activities (72),-0.55%,-6.19%,-10062379,-8390819,-1863,-107585,-25161,-338,-223,-1536132,-259,20.00%
2018,EOH HOLDINGS LIMITED,South Africa,Computer and related activities (72),-0.84%,-17.05%,-9574671,-7961572,-1730,-105223,-23223,-316,-23464,-1459009,-134,9.00%
2018,DASSAULT SYSTEMES SE,France,Computer and related activities (72),-0.18%,-0.79%,-7319988,-7156004,-2181,-95482,-22200,-355,-6275,-39028,1538,14.00%
2018,KINGSOFT CORPORATION LIMITED,China,Computer and related activities (72),-0.77%,N/A,-6590776,-4344601,-1035,-57717,-13509,-185,-530,-2173310,111,1.00%
2018,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.18%,-2.88%,-6546159,-2739067,-798,-36742,-8594,-133,-1516,-3759806,497,7.00%
2018,MINDTREE LIMITED,India,Computer and related activities (72),-0.79%,-7.58%,-6197386,-3598558,-823,-47822,-11201,-150,-61,-2538777,7,0.00%
2018,WORKDAY INC,United States,Computer and related activities (72),-0.20%,N/A,-5553307,-5431827,-1688,-71792,-16542,-276,-3503,-29076,1396,9.00%
2018,TERADATA CORPORATION,United States,Computer and related activities (72),-0.23%,-11.57%,-4973013,-4864360,-1454,-64350,-14864,-241,-2686,-26129,1070,13.00%
2018,VIRTUSA CORPORATION,United States,Computer and related activities (72),-0.48%,-10.50%,-4885776,-4327741,-1151,-57395,-13351,-198,-1267,-485177,505,7.00%
2018,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,China,Computer and related activities (72),-0.85%,-37.67%,-4118228,-2332939,-557,-30991,-7253,-99,-299,-1746153,62,1.00%
2018,THE SAGE GROUP PLC,United Kingdom,Computer and related activities (72),-0.17%,-0.67%,-3893674,-3539941,-976,-46940,-11012,-161,-2430,-292561,348,4.00%
2018,MICRO FOCUS INTERNATIONAL PLC,United Kingdom,Computer and related activities (72),-0.16%,-0.85%,-3869205,-3515217,-971,-46611,-10934,-160,-2437,-293222,349,4.00%
2018,LINK ADMINISTRATION HOLDINGS LTD,Australia,Computer and related activities (72),-0.26%,-1.54%,-2215232,-2165794,-544,-28876,-6719,-96,-403,-12965,165,5.00%
2018,AVEVA GROUP PLC,United Kingdom,Computer and related activities (72),-0.33%,-2.33%,-2109128,-1990576,-500,-26436,-6200,-87,-657,-84766,94,2.00%
2018,ATEA ASA,Norway,Computer and related activities (72),-0.05%,-2.49%,-1981791,-1926279,-506,-25667,-5963,-86,-1448,-21992,151,7.00%
2018,TEMENOS AG,Switzerland,Computer and related activities (72),-0.20%,-0.76%,-1633781,-1597501,-417,-21191,-4948,-71,-598,-9183,128,7.00%
2018,SOPHOS GROUP PLC,United Kingdom,Computer and related activities (72),-0.31%,N/A,-1476513,-1389730,-352,-18455,-4328,-61,-494,-63165,71,2.00%
2018,VITEC GROUP PLC,United Kingdom,Computer and related activities (72),-0.28%,-2.79%,-1386993,-1344997,-342,-17859,-4188,-59,-507,-19112,73,6.00%
2018,SDL PLC,United Kingdom,Computer and related activities (72),-0.30%,-3.62%,-1250343,-1176063,-298,-15617,-3662,-51,-426,-54287,61,2.00%
2018,CIELO S.A.,Brazil,Computer and related activities (72),-0.04%,-0.12%,-1107996,-1084663,-282,-13840,-2822,-50,-1588,-4960,210,14.00%
2018,GLOBANT SA,Argentina,Computer and related activities (72),-0.21%,-1.45%,-1073275,-1009238,-279,-13016,-3046,-45,-909,-46824,83,4.00%
2018,NCC GROUP PLC,United Kingdom,Computer and related activities (72),-0.18%,-1.97%,-536086,-490441,-133,-6505,-1526,-22,-307,-37196,44,3.00%
2018,FDM GROUP HOLDINGS PLC,United Kingdom,Computer and related activities (72),-0.06%,-0.31%,-192063,-152172,-57,-2005,-471,-8,-322,-37074,46,9.00%
2018,ATOS SE,France,Computer and related activities (72),0.05%,0.59%,7090364,8000443,-88,105311,25343,130,-22119,-1024077,5422,14.00%
2018,"SALESFORCE.COM,INC.",United States,Computer and related activities (72),0.37%,8.76%,49236414,48173312,8920,642804,152067,1769,-16484,267457,6569,7.00%
2018,AGC INC,Japan,Construction (45),-23.86%,-314.45%,-3311366719,-3207875465,-792215,-42278389,-9940029,-134881,-5852,-50346253,6366,0.00%
2018,COMPAGNIE DE SAINT GOBAIN SA,France,Construction (45),-6.24%,-84.73%,-2983024233,-2816052338,-945344,-37480200,-8813626,-141872,-13639,-120172116,594900,0.00%
2018,CHINA GEZHOUBA GROUP COMPANY LIMITED,China,Construction (45),-16.41%,-220.00%,-2391690703,-2339152030,-751103,-31402508,-7373635,-118260,-457909,-12963200,527943,0.00%
2018,OWENS-CORNING,United States,Construction (45),-19.28%,-171.76%,-1360307580,-1275532842,-321906,-16992402,-3970140,-55405,-653,-63491322,57089,0.00%
2018,NIPPON SHEET GLASS CO LTD,Japan,Construction (45),-23.06%,-474.44%,-1269285365,-1232710282,-283199,-16394079,-3843492,-51410,-2320,-16003106,2524,0.00%
2018,CHINA ENERGY ENGINEERING CORP LTD,China,Construction (45),-3.23%,-69.06%,-1246420037,-1218175122,-500036,-16376801,-3849636,-71758,-1211762,-6766419,531497,2.00%
2018,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,Spain,Construction (45),-2.35%,-72.13%,-984679717,-963129301,-222508,-12899127,-2988970,-40403,-33194,-5379913,13699,1.00%
2018,HOCHTIEF AG,Germany,Construction (45),-3.52%,-115.32%,-961201387,-940211484,-226018,-12328821,-2887571,-40156,-58751,-5477503,28917,2.00%
2018,VINCI,France,Construction (45),-1.71%,-16.79%,-863262512,-816325262,-190924,-10903184,-2537384,-34321,-14415,-33268090,11067,1.00%
2018,CIMIC GROUP LIMITED,Australia,Construction (45),-8.30%,-108.89%,-861068960,-867205900,-199252,-11532923,-2703815,-36165,-2094,20609476,1714,0.00%
2018,BOUYGUES SA,France,Construction (45),-2.11%,N/A,-859053197,-840394865,-195602,-11214280,-2613987,-35256,-11608,-4596511,8912,1.00%
2018,JOHNSON CONTROLS INTERNATIONAL PLC,United States,Construction (45),-2.44%,-22.77%,-767366342,-713064388,-167087,-9519855,-2223553,-30161,-2905,-42372328,13935,0.00%
2018,TRAKYA CAM SANAYII A.S.,Turkey,Construction (45),-57.63%,-483.19%,-639456300,-568963714,-130397,-7564818,-1773396,-23709,-107722,-60893380,837,0.00%
2018,COLAS S.A.,France,Construction (45),-4.17%,N/A,-628982884,-615330772,-141985,-8197533,-1916262,-25714,-4306,-3369619,3306,0.00%
2018,MOTA-ENGIL SGPS SA,Portugal,Construction (45),-19.01%,-346.56%,-609927038,-517063493,-119033,-6866427,-1609305,-21568,-3507,-84244946,1240,0.00%
2018,LARSEN & TOUBRO LIMITED,India,Construction (45),-2.83%,-29.70%,-486079448,-267437042,-56640,-3296867,-769044,-10318,-169874,-214320884,-18779,7.00%
2018,FERROVIAL SA,Spain,Construction (45),-6.76%,-109.54%,-443948163,-240895508,-69401,-3248014,-759186,-11568,-5195,-198999525,40233,0.00%
2018,CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,Hong Kong,Construction (45),-6.21%,-47.31%,-441008168,-310825654,-75986,-4091581,-960421,-13206,-223208,-124824031,5921,2.00%
2018,KCC CORPORATION,South Korea,Construction (45),-12.94%,-202.38%,-439603140,-430073217,-131039,-5719179,-1344609,-20664,-17529,-2364181,67277,0.00%
2018,DAIKIN INDUSTRIES LIMITED,Japan,Construction (45),-2.00%,-18.06%,-417619257,-413346307,-95900,-5500520,-1288581,-17353,-8802,2634141,4064,0.00%
2018,LIXIL GROUP CORPORATION,Japan,Construction (45),-2.43%,-63.25%,-367975997,-358195054,-85936,-4776045,-1118930,-15355,-6397,-3790047,11767,0.00%
2018,KONINKLIJKE BOSKALIS WESTMINSTER NV,Netherlands,Construction (45),-12.40%,-480.91%,-364745755,-356435764,-84878,-4727107,-1107138,-15181,-19752,-2365320,9387,2.00%
2018,STRABAG SE,Austria,Construction (45),-1.88%,-143.27%,-327651715,-319921973,-80057,-4223361,-990209,-13820,-16997,-2417551,12252,4.00%
2018,SALINI IMPREGILO SPA,Italy,Construction (45),-5.49%,N/A,-305632777,-151274655,-38854,-1982504,-463508,-6751,-29182,-151849895,12572,3.00%
2018,SEKISUI CHEMICAL CO LTD,Japan,Construction (45),-2.81%,-31.34%,-283433915,-274447036,-63731,-3679994,-852169,-11552,-4255,-4380187,5010,0.00%
2018,TAIWAN GLASS INDUSTRY CORPORATION,Taiwan,Construction (45),-14.24%,-282.43%,-214382352,-209713456,-60387,-2810464,-658420,-9933,-2660,-1157626,30594,0.00%
2018,EIFFAGE,France,Construction (45),-0.90%,-8.63%,-173346528,-169574562,-40402,-2273009,-525694,-7190,-5514,-924389,4234,2.00%
2018,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-1.11%,-22.92%,-167100626,-163467087,-45899,-2141909,-500441,-7559,-77540,-879854,19662,10.00%
2018,CENTRAL GLASS COMPANY LIMITED,Japan,Construction (45),-7.24%,-300.56%,-150423191,-144538100,-71361,-1981987,-467057,-9708,-875,-3447084,92981,0.00%
2018,SUMITOMO FORESTRY CO LTD,Japan,Construction (45),-1.01%,-23.25%,-112343266,-107681567,-27245,-1431014,-335385,-4691,-4696,-2863775,5108,5.00%
2018,TOTO LTD,Japan,Construction (45),-1.93%,-21.70%,-104032799,-100224061,-25356,-1339056,-313686,-4428,-2276,-2130609,6674,0.00%
2018,CHINA COMMUNICATIONS SERVICES CORPORATION LTD,China,Construction (45),-0.67%,-32.99%,-103312887,-100738379,-33592,-1251862,-294385,-4768,-485121,-517647,12868,14.00%
2018,SKANSKA AB,Sweden,Construction (45),-0.52%,-14.88%,-100569715,-98166665,-22358,-1290119,-301418,-4048,-553,-783788,-766,2.00%
2018,TARKETT SA,France,Construction (45),-3.04%,-75.59%,-98655051,-95298706,-22066,-1270417,-296636,-3989,-926,-1763023,711,1.00%
2018,ASSA ABLOY AB,Sweden,Construction (45),-0.91%,-6.48%,-86469989,-84607458,-19304,-1117682,-261525,-3503,-271,-459871,-375,1.00%
2018,KAJIMA CORPORATION,Japan,Construction (45),-0.49%,-5.67%,-81776326,-79032561,-21998,-1049438,-245870,-3603,-7034,-1423474,7652,10.00%
2018,BALFOUR BEATTY PLC,United Kingdom,Construction (45),-0.83%,-60.20%,-70588392,-67544116,-16105,-899177,-210538,-2875,-4680,-1912582,1681,2.00%
2018,KELLER GROUP PLC,United Kingdom,Construction (45),-2.34%,-49.43%,-66212656,-64775060,-15034,-861776,-201950,-2718,-1569,-355113,564,1.00%
2018,GEBERIT AG,Switzerland,Construction (45),-2.06%,-8.94%,-64558392,-62804186,-18083,-828357,-194152,-2872,-1061,-715727,6047,1.00%
2018,SHIMIZU CORPORATION,Japan,Construction (45),-0.46%,-5.72%,-63305041,-60275668,-17042,-800261,-187480,-2769,-5839,-2022334,6351,10.00%
2018,AECOM,United States,Construction (45),-0.29%,-11.19%,-57636592,-56379434,-12616,-761999,-173452,-2321,-1865,-305005,100,2.00%
2018,TAISEI CORPORATION,Japan,Construction (45),-0.38%,-3.34%,-55328507,-58736206,-16831,-779726,-182659,-2717,-6092,4389098,6628,12.00%
2018,OBRASCON HUARTE LAIN SA,Spain,Construction (45),-1.52%,N/A,-50569087,-27183515,-8419,-358491,-84370,-1291,-2632,-22934078,3709,0.00%
2018,SINOPEC ENGINEERING GROUP CO LTD,China,Construction (45),-0.54%,-12.21%,-36595029,-35653530,-12828,-435244,-102435,-1739,-214830,-180122,5699,16.00%
2018,VEIDEKKE ASA,Norway,Construction (45),-0.87%,-74.72%,-35952048,-34948582,-8574,-465829,-108482,-1503,-1323,-419040,1285,3.00%
2018,KIER GROUP PLC,United Kingdom,Construction (45),-0.65%,-31.03%,-34882627,-33477895,-8075,-445794,-104343,-1434,-2977,-843179,1069,3.00%
2018,AICA KOGYO COMPANY LIMITED,Japan,Construction (45),-2.18%,-18.72%,-32578945,-30207857,-7259,-401605,-94140,-1285,-629,-1866854,684,3.00%
2018,OBAYASHI CORPORATION,Japan,Construction (45),-0.19%,-2.58%,-32433644,-30420076,-18964,-439127,-102045,-2572,-7303,-1477581,34024,2.00%
2018,BUDIMEX S.A.,Poland,Construction (45),-1.48%,-32.01%,-29063578,-27790438,-7436,-358792,-84163,-1223,-6277,-816819,1569,5.00%
2018,HINDUSTAN CONSTRUCTION COMPANY LTD,India,Construction (45),-1.70%,-29.95%,-24810962,-18366522,-7023,-229503,-53567,-1025,-14382,-6145770,6830,18.00%
2018,DORMAKABA HOLDING AG,Switzerland,Construction (45),-0.83%,-6.68%,-23887925,-22949509,-5550,-302040,-70542,-975,-979,-558881,551,2.00%
2018,PEAB AB,Sweden,Construction (45),-0.33%,-7.18%,-19139096,-18656540,-4239,-243422,-56751,-765,-168,-176978,-233,3.00%
2018,ROTOPLAS SA DE CV,Mexico,Construction (45),-3.79%,-35.22%,-15168031,-13944977,-3406,-183174,-42658,-602,-2077,-991768,631,2.00%
2018,POLYPIPE GROUP PLC,United Kingdom,Construction (45),-2.71%,-17.31%,-14953449,-14628828,-3388,-194615,-45609,-613,-306,-80200,110,1.00%
2018,MASCO CORPORATION,United States,Construction (45),-0.16%,-1.09%,-13356550,-9033328,-1951,-125188,-27195,-365,-773,-4167791,41,4.00%
2018,WILSON BAYLY HOLMES - OVCON LIMITED,South Africa,Construction (45),-0.52%,-18.42%,-12567757,-12298123,-4073,-162913,-35274,-634,-8397,-61996,3653,15.00%
2018,AF GRUPPEN ASA,Norway,Construction (45),-0.53%,-10.62%,-11428784,-11063208,-2836,-147676,-34238,-486,-696,-180320,676,5.00%
2018,PERSIMMON PLC,United Kingdom,Construction (45),-0.23%,-0.80%,-11091902,-10848901,-2852,-144773,-33789,-488,-2637,-59410,947,8.00%
2018,TODA CORPORATION,Japan,Construction (45),-0.27%,-3.75%,-10422967,-10185474,-6504,-145887,-34075,-863,-1649,-59846,11330,2.00%
2018,SEKISUI JUSHI CORPORATION,Japan,Construction (45),-1.39%,-9.26%,-8730843,-8541351,-1952,-113562,-26595,-355,-265,-46765,1,0.00%
2018,KB HOME,United States,Construction (45),-0.18%,-2.31%,-8207455,-8027852,-1773,-109514,-24503,-328,-421,-43087,22,4.00%
2018,LINDAB INTERNATIONAL AB,Sweden,Construction (45),-0.75%,-10.99%,-7839474,-7657396,-1746,-101001,-23623,-317,-30,-55320,-42,1.00%
2018,TAYLOR WIMPEY PLC,United Kingdom,Construction (45),-0.15%,-0.70%,-7688640,-7300615,-2074,-97627,-22721,-343,-2879,-263414,1034,11.00%
2018,BELLWAY P.L.C.,United Kingdom,Construction (45),-0.19%,-0.88%,-7335797,-7174771,-1934,-95807,-22341,-327,-2086,-39280,749,9.00%
2018,BARRATT DEVELOPMENTS PLC,United Kingdom,Construction (45),-0.11%,-0.61%,-6762336,-6612508,-1996,-88578,-20568,-322,-3439,-36159,1235,14.00%
2018,MORGAN SINDALL GROUP PLC,United Kingdom,Construction (45),-0.17%,-6.55%,-6619087,-6473597,-1775,-86483,-20154,-298,-2096,-35435,753,10.00%
2018,MCCARTHY & STONE PLC,United Kingdom,Construction (45),-0.63%,-7.81%,-5397304,-5279802,-1274,-70307,-16456,-226,-474,-28935,170,3.00%
2018,REDROW PLC,United Kingdom,Construction (45),-0.16%,-0.82%,-3978085,-3890559,-1080,-51993,-12111,-180,-1354,-21294,486,11.00%
2018,CTCI CORPORATION,Taiwan,Construction (45),-0.18%,-4.35%,-3864650,-3783365,-1429,-47641,-10518,-185,-3697,-18498,685,16.00%
2018,CHINA STEEL STRUCTURE COMPANY LIMITED,Taiwan,Construction (45),-0.49%,-382.13%,-3234746,-3165392,-903,-41248,-9464,-141,-1175,-16642,218,8.00%
2018,CREST NICHOLSON HOLDINGS PLC,United Kingdom,Construction (45),-0.19%,-1.16%,-2800418,-2686222,-727,-35874,-8364,-123,-801,-68595,288,9.00%
2018,BERKELEY GROUP HOLDINGS PLC,United Kingdom,Construction (45),-0.07%,-0.24%,-2394339,-2340657,-803,-31482,-7270,-124,-1907,-12780,685,19.00%
2018,JM AB,Sweden,Construction (45),-0.11%,-0.95%,-1992239,-1928786,-433,-24240,-5587,-77,-51,-32995,-70,9.00%
2018,BOVIS HOMES GROUP PLC,United Kingdom,Construction (45),-0.12%,-0.75%,-1675863,-1638827,-480,-21934,-5099,-78,-749,-8965,269,13.00%
2018,COUNTRYSIDE PROPERTIES PLC,United Kingdom,Construction (45),-0.12%,-0.80%,-1621850,-1566312,-459,-20964,-4873,-75,-719,-28706,258,13.00%
2018,MJ GLEESON PLC,United Kingdom,Construction (45),-0.38%,-2.03%,-947935,-927247,-232,-12358,-2889,-40,-139,-5080,50,5.00%
2018,HENRY BOOT PLC,United Kingdom,Construction (45),-0.17%,-1.42%,-871528,-852367,-234,-11388,-2654,-39,-280,-4666,101,10.00%
2018,SACYR SA,Spain,Construction (45),2.46%,145.45%,106711799,-162734914,-37658,-2170945,-505498,-6799,-3437,272169981,1068,1.00%
2018,KAZ MINERALS PLC,United Kingdom,Copper production,-55.98%,-138.15%,-909591389,-798953226,-184605,-10621749,-2490328,-33412,-31622,-97280390,3944,1.00%
2018,LUNDIN MINING CORP,Canada,Copper production,-14.11%,-81.21%,-316476528,-187941915,-137973,-744532,-224109,-7572,-58890565,-68489837,-40024,5.00%
2018,GAZPROM PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-55.66%,-226.98%,-65921285243,-61550654504,-18887661,-818728518,-191560352,-2962495,-20556998,-3327806142,9871428,1.00%
2018,EXXON MOBIL CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-13.62%,-182.60%,-38052522074,-35621165241,-9858320,-472903663,-109408456,-1619527,-21937588,-1819245663,3616384,2.00%
2018,NK ROSNEFT' PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-28.23%,-183.86%,-31825454463,-22246844739,-5923174,-299642313,-66983316,-976248,-19569221,-9187121355,1605902,1.00%
2018,ORIGIN ENERGY LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-304.41%,-4874.59%,-31333030034,-5038541897,-1647776,-65829512,-15525681,-244030,-4386491,-26207641468,786820,0.00%
2018,ROYAL DUTCH SHELL PLC,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-5.35%,-66.57%,-20761047732,-20187683367,-6099265,-271124466,-63180426,-975073,-423129,-234980796,3418791,0.00%
2018,ENI - ENTE NAZIONALE IDROCARBURI,Italy,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-18.90%,-147.68%,-16406889656,-11822766869,-3312391,-158972167,-37074739,-554586,-809533,-4385032691,1633321,0.00%
2018,CHEVRON CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-10.08%,-111.62%,-16010477903,-15279230532,-5050476,-206721903,-47477366,-796846,-12468908,-463061399,4329528,3.00%
2018,BP PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-4.32%,-86.80%,-12892264646,-12403765588,-4113447,-168676621,-38990867,-648605,-15777602,-263781471,3489554,1.00%
2018,NK LUKOIL PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-9.64%,-100.41%,-11158591290,-10213304390,-2883544,-136792281,-30456078,-467063,-20086357,-755874407,1272830,4.00%
2018,PETROLEO BRASILEIRO SA PETROBRAS,Brazil,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-12.19%,-55.36%,-11011425724,-10754424466,-5500954,-152417089,-33444593,-728739,-13411807,-58865838,7367761,1.00%
2018,OCCIDENTAL PETROLEUM CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-45.41%,-159.34%,-8069111455,-4111305548,-1099924,-55031566,-12674369,-184559,-1395661,-3887787513,367686,1.00%
2018,SUNCOR ENERGY INCORPORATED,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-21.85%,-126.53%,-6173042567,-5784303564,-1730169,-76892278,-17814066,-276092,-8666411,-284277150,917162,3.00%
2018,CANADIAN NATURAL RESOURCES LTD (PRE-MERGER),Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-39.69%,-165.77%,-6115439191,-5709637338,-1994070,-80557712,-17750302,-315042,-4728053,-302644517,2187843,7.00%
